hhid,loginc,college,jchoice
5169,11.267,0,110
5170,11.771,0,164
5171,11.684,0,158
5172,10.214,1,48
5173,11.453,1,137
5174,10.561,0,112
5175,11.295,0,132
5176,12.137,1,178
5177,10.451,0,31
5178,10.253,0,17
5179,10.617,0,44
5180,12.115,1,165
5181,11.613,1,44
5182,10.213,0,37
5183,11.187,1,168
5184,11.107,1,129
5185,10.983,1,41
5186,11.32,1,101
5187,11.001,0,115
5188,10.519,0,94
5189,11.654,1,118
5190,11.581,1,193
5191,10.945,0,106
5192,11.433,1,173
5193,12.318,1,173
5194,11.497,1,32
5195,10.826,0,2
5196,10.836,1,74
5197,12.137,1,186
5198,11.118,0,64
5199,10.517,0,127
5200,11.04,1,111
5201,11.162,1,77
5202,11.641,0,179
5203,11.031,0,10
5204,11.769,1,171
5205,11.224,0,82
5206,10.623,0,19
5207,10.583,0,129
5208,10.602,0,177
5209,11.091,1,97
5210,10.54,1,33
5211,10.603,0,19
5212,11.547,1,195
5213,10.824,0,121
5214,10.75,1,104
5215,11.016,0,158
5216,10.505,0,97
5217,10.799,0,33
5218,12.076,0,158
5219,11.436,1,56
5220,10.434,1,11
5221,11.264,0,134
5222,11.027,0,112
5223,10.705,1,26
5224,11.21,0,55
5225,10.838,1,129
5226,11.48,0,59
5227,11.297,0,199
5228,11.082,1,79
5229,11.009,0,105
5230,11.224,0,195
5231,11.851,1,93
5232,11.591,1,74
5233,10.703,0,104
5234,11.488,0,102
5235,10.407,1,43
5236,11.685,0,130
5237,11.351,1,139
5238,11.153,1,81
5239,10.994,1,137
5240,11.609,0,79
5241,10.614,1,53
5242,11.561,0,140
5243,10.187,0,45
5244,10.551,0,2
5245,11.984,1,149
5246,10.63,1,166
5247,11.129,1,120
5248,10.974,1,167
5249,10.611,0,55
5250,11.979,0,156
5251,11.456,1,200
5252,10.72,0,114
5253,11.205,1,143
5254,11.7,1,144
5255,10.92,1,55
5256,10.832,0,37
5257,11.168,0,189
5258,11.178,1,97
5259,12.099,1,170
5260,11.388,0,107
5261,11.795,1,175
5262,10.168,1,12
5263,11.512,1,154
5264,11.865,0,57
5265,10.684,0,11
5266,11.003,0,78
5267,10.555,1,151
5268,10.876,0,43
5269,10.992,0,128
5270,11.868,1,177
5271,11.678,0,180
5272,11.366,0,168
5273,11.208,1,91
5274,10.339,1,35
5275,11.15,0,99
5276,10.916,0,78
5277,10.734,0,118
5278,10.108,0,7
5279,10.56,1,41
5280,11.09,0,170
5281,11.117,0,179
5282,10.787,0,118
5283,11.34,0,156
5284,10.689,1,46
5285,11.913,0,150
5286,10.912,1,58
5287,10.861,0,94
5288,11.259,1,191
5289,10.551,1,15
5290,10.81,0,171
5291,10.999,0,18
5292,10.837,0,6
5293,11.257,1,81
5294,11.535,1,141
5295,11.646,1,150
5296,11.308,1,80
5297,10.836,1,9
5298,11.146,1,142
5299,10.99,0,85
5300,11.262,1,149
5301,11.501,0,169
5302,10.88,1,69
5303,11.236,1,155
5304,11.139,0,116
5305,11.336,1,161
5306,11.035,0,6
5307,11.852,1,55
5308,11.582,1,169
5309,11.327,0,150
5310,11.759,1,135
5311,10.153,1,27
5312,10.29,0,6
5313,10.689,0,25
5314,10.588,0,54
5315,11.112,1,118
5316,10.358,0,33
5317,10.822,1,29
5318,10.726,0,24
5319,11.389,0,158
5320,10.832,0,74
5321,10.912,0,61
5322,11.353,1,101
5323,11.65,1,195
5324,11.021,0,118
5325,11.385,1,58
5326,12.174,1,185
5327,11.28,1,137
5328,10.756,0,36
5329,11.597,1,169
5330,11.741,1,198
5331,11.336,1,162
5332,11.154,0,150
5333,10.703,1,3
5334,11.173,1,69
5335,11.154,1,104
5336,10.949,1,11
5337,11.065,0,43
5338,10.46,1,30
5339,11.256,1,173
5340,11.085,0,143
5341,11.44,0,113
5342,11.469,0,163
5343,10.411,1,77
5344,11.555,1,196
5345,10.663,0,20
5346,10.699,1,80
5347,10.673,0,22
5348,10.69,1,35
5349,10.38,0,25
5350,11.708,0,147
5351,11.208,0,194
5352,11.21,1,91
5353,12.087,1,185
5354,11.421,1,101
5355,10.922,0,85
5356,11.318,0,181
5357,11.233,0,100
5358,11.674,1,15
5359,10.875,0,17
5360,11.56,1,151
5361,11.766,1,164
5362,11.311,1,86
5363,11.133,1,18
5364,10.152,0,12
5365,11.115,1,140
5366,11.067,0,166
5367,10.59,0,6
5368,10.955,0,141
5369,11.048,1,84
5370,11.758,0,148
5371,10.787,1,59
5372,11.014,0,23
5373,11.237,0,73
5374,11.084,1,128
5375,10.001,0,34
5376,11.132,0,61
5377,10.678,0,49
5378,11.081,1,101
5379,11.739,1,198
5380,11.352,0,63
5381,11.549,1,138
5382,10.717,1,33
5383,11.436,0,128
5384,10.78,1,9
5385,11.254,0,109
5386,10.248,0,37
5387,11.33,1,143
5388,10.796,1,68
5389,11.137,1,176
5390,10.763,0,62
5391,11.507,0,150
5392,11.299,0,123
5393,11.816,1,180
5394,10.956,1,138
5395,11.461,1,167
5396,10.985,0,55
5397,11.402,1,175
5398,10.827,1,134
5399,10.408,0,38
5400,10.878,1,81
5401,11.634,1,106
5402,11.519,1,105
5403,9.9132,0,6
5404,10.877,0,104
5405,11.09,1,23
5406,11.681,0,145
5407,11.035,1,61
5408,10.575,0,103
5409,11.103,0,105
5410,11.488,1,90
5411,12.145,0,176
5412,10.455,1,56
5413,11.339,1,132
5414,11.237,0,83
5415,11.169,1,114
5416,10.153,1,6
5417,11.228,1,97
5418,10.899,0,167
5419,11.572,1,119
5420,11.655,1,109
5421,11.28,0,190
5422,10.166,0,10
5423,10.637,1,15
5424,10.91,1,32
5425,11.037,0,59
5426,11.049,1,168
5427,11.936,0,135
5428,11.276,0,82
5429,11.644,1,150
5430,11.405,1,196
5431,11.423,1,190
5432,11.601,0,182
5433,11.183,0,78
5434,11.476,0,169
5435,11.163,0,138
5436,10.815,0,5
5437,10.782,1,44
5438,10.217,1,59
5439,10.639,0,90
5440,11.332,1,89
5441,10.104,0,92
5442,10.678,1,33
5443,12.075,0,165
5444,11.587,1,199
5445,10.993,1,127
5446,10.051,0,68
5447,11.387,0,112
5448,11.11,1,59
5449,11.04,0,122
5450,10.744,0,55
5451,10.936,0,53
5452,10.873,1,157
5453,11.21,1,90
5454,10.26,1,13
5455,10.683,0,23
5456,10.56,1,140
5457,10.859,0,174
5458,11.772,1,187
5459,9.626,1,56
5460,11.212,1,67
5461,11.488,0,122
5462,11.869,1,188
5463,11.21,1,87
5464,10.192,1,9
5465,10.675,1,151
5466,10.891,1,154
5467,11.449,1,127
5468,11.5,1,171
5469,10.827,1,32
5470,11.515,1,194
5471,11.178,1,199
5472,11.135,1,61
5473,11.509,1,152
5474,12.711,1,192
5475,10.658,0,147
5476,11.832,1,160
5477,10.678,0,162
5478,9.9904,0,15
5479,12.147,1,151
5480,11.523,1,43
5481,10.506,1,57
5482,11.115,1,114
5483,11.86,1,170
5484,10.468,0,7
5485,11.632,1,116
5486,11.81,0,112
5487,11.11,1,96
5488,10.574,0,105
5489,11.539,0,144
5490,10.661,0,7
5491,11.381,1,141
5492,11.7,1,170
5493,10.337,1,72
5494,11.835,1,172
5495,10.707,1,80
5496,10.457,0,5
5497,11.259,0,57
5498,10.643,0,24
5499,11.663,0,98
5500,11.293,0,99
5501,11.416,0,106
5502,10.718,0,36
5503,11.059,1,130
5504,11.312,0,36
5505,11.715,1,122
5506,10.925,0,64
5507,10.96,1,56
5508,11.093,1,170
5509,10.262,1,1
5510,11.919,0,180
5511,11.166,1,97
5512,10.675,0,132
5513,10.822,0,12
5514,10.4,0,46
5515,10.911,0,36
5516,11.031,0,179
5517,11.24,1,135
5518,11.882,1,165
5519,11.988,1,163
5520,10.472,0,31
5521,10.567,0,26
5522,11.283,1,190
5523,11.321,0,104
5524,11.975,1,178
5525,10.773,1,135
5526,9.9744,0,75
5527,10.762,1,37
5528,11.212,1,159
5529,10.936,1,3
5530,10.428,1,64
5531,9.7867,1,2
5532,10.974,1,33
5533,11.799,1,166
5534,11.207,0,160
5535,11.281,1,30
5536,11.281,0,125
5537,11.015,0,25
5538,11.13,0,105
5539,11.214,0,130
5540,10.92,1,58
5541,11.964,1,165
5542,11.045,1,67
5543,11.454,0,104
5544,9.9115,0,30
5545,12.041,1,176
5546,10.682,0,36
5547,10.283,1,29
5548,11.41,1,137
5549,10.533,0,29
5550,10.703,1,13
5551,11.517,1,171
5552,11.054,0,107
5553,11.477,0,52
5554,10.766,0,85
5555,10.516,0,113
5556,10.589,0,48
5557,10.252,1,29
5558,10.928,0,102
5559,10.653,0,48
5560,10.871,0,134
5561,10.792,1,78
5562,10.707,0,11
5563,10.231,1,49
5564,10.488,0,114
5565,10.194,0,55
5566,11.427,1,84
5567,11.646,0,134
5568,11.363,0,155
5569,10.79,0,21
5570,10.935,1,63
5571,10.796,0,11
5572,10.542,0,11
5573,11.065,0,177
5574,10.471,1,63
5575,11.131,1,199
5576,11.438,0,87
5577,11.093,1,32
5578,10.27,1,9
5579,10.964,1,16
5580,11.283,0,118
5581,10.068,1,8
5582,11.261,1,112
5583,10.834,1,107
5584,11.339,1,123
5585,11.899,1,181
5586,11.757,0,129
5587,11.039,0,62
5588,10.902,0,140
5589,11.415,1,135
5590,11.574,1,129
5591,11.107,1,52
5592,11.395,1,128
5593,10.693,1,54
5594,11.227,0,60
5595,11.008,0,145
5596,11.06,0,99
5597,10.727,0,137
5598,11.7,1,197
5599,11.859,1,198
5600,11.424,1,97
5601,11.351,1,6
5602,10.315,1,32
5603,11.833,1,197
5604,10.33,0,41
5605,10.773,0,61
5606,11.771,1,151
5607,11.066,1,69
5608,11.308,0,128
5609,11.768,1,192
5610,10.061,0,1
5611,11.247,1,114
5612,11.311,1,97
5613,11.369,0,113
5614,11.104,0,12
5615,11.774,1,167
5616,11.889,1,130
5617,12.02,1,162
5618,11.575,0,164
5619,11.363,0,109
5620,11.251,1,132
5621,11.067,0,44
5622,10.801,0,82
5623,10.71,1,73
5624,11.094,0,91
5625,10.891,1,48
5626,11.245,1,165
5627,11.196,0,149
5628,10.919,0,38
5629,11.221,1,134
5630,10.745,0,33
5631,11.64,0,188
5632,11.802,1,156
5633,11.297,1,86
5634,11.896,1,171
5635,10.803,1,29
5636,10.323,1,1
5637,11.066,0,173
5638,11.59,1,94
5639,11.667,1,151
5640,11.432,1,195
5641,10.908,0,103
5642,10.985,0,94
5643,11.09,1,189
5644,11.952,1,188
5645,11.225,0,124
5646,10.269,1,21
5647,11.63,0,120
5648,10.76,1,45
5649,10.811,1,151
5650,11.322,0,157
5651,11.669,1,163
5652,10.761,1,41
5653,11.292,0,10
5654,10.733,1,36
5655,11.176,1,57
5656,10.774,0,57
5657,10.854,0,42
5658,11.278,1,124
5659,11.942,1,112
5660,11.348,1,176
5661,10.879,1,183
5662,11.042,0,74
5663,11.325,1,152
5664,10.796,1,73
5665,11.005,1,17
5666,11.287,0,144
5667,11.838,1,138
5668,11.456,1,140
5669,11.1,0,22
5670,11.268,0,65
5671,12.109,1,186
5672,10.674,0,152
5673,11.687,1,198
5674,11.467,0,200
5675,11.438,0,197
5676,10.247,0,26
5677,10.838,0,83
5678,11.213,0,57
5679,11.107,0,26
5680,11.542,1,71
5681,11.789,1,198
5682,10.208,1,37
5683,10.339,0,69
5684,11.445,1,170
5685,11.385,1,95
5686,10.448,0,35
5687,11.054,0,137
5688,11.221,1,158
5689,11.336,1,135
5690,11.245,1,30
5691,11.337,1,96
5692,11.185,0,33
5693,11.376,1,92
5694,11.222,1,39
5695,10.824,1,1
5696,11.412,1,78
5697,10.634,1,180
5698,10.795,0,35
5699,10.617,0,48
5700,11.396,0,182
5701,11.54,0,171
5702,10.646,0,99
5703,11.224,0,53
5704,11.434,1,80
5705,10.918,1,79
5706,11.313,0,27
5707,11.754,1,81
5708,12.014,1,170
5709,10.359,0,16
5710,11.368,0,111
5711,10.416,0,79
5712,11.064,0,79
5713,11.05,0,26
5714,10.567,1,62
5715,11.578,0,154
5716,11.13,1,9
5717,11.752,1,139
5718,11.593,1,124
5719,10.547,0,18
5720,11.061,1,58
5721,10.701,1,94
5722,10.982,0,99
5723,11.469,0,200
5724,11.282,1,153
5725,11.097,1,140
5726,10.933,1,12
5727,10.489,0,28
5728,10.231,0,65
5729,10.995,1,97
5730,10.851,0,58
5731,10.98,0,10
5732,11.301,1,86
5733,11.262,1,134
5734,10.039,0,3
5735,10.603,0,37
5736,10.703,1,95
5737,11.976,1,189
5738,11.39,1,90
5739,11.34,0,188
5740,11.859,1,155
5741,11.07,1,65
5742,10.288,0,18
5743,11.045,1,174
5744,10.879,0,163
5745,10.961,1,141
5746,9.6518,0,14
5747,10.901,1,31
5748,9.8947,0,74
5749,10.931,1,45
5750,11.809,0,153
5751,11.609,1,90
5752,10.474,0,54
5753,11.462,0,54
5754,11.835,1,114
5755,11.175,1,146
5756,10.433,1,39
5757,11.006,0,141
5758,11.052,1,36
5759,11.219,1,149
5760,11.072,1,130
5761,10.78,1,59
5762,11.286,0,98
5763,11.222,1,26
5764,10.974,1,92
5765,10.77,0,66
5766,10.877,1,26
5767,10.992,0,160
5768,11.309,1,51
5769,11.239,1,142
5770,11.253,1,168
5771,11.055,1,49
5772,10.618,1,71
5773,10.65,1,68
5774,10.616,1,11
5775,12.509,1,195
5776,11.333,0,163
5777,11.602,0,183
5778,11.303,0,175
5779,11.119,0,137
5780,10.785,1,160
5781,11.448,0,149
5782,11.201,0,93
5783,11.737,0,102
5784,11.042,1,153
5785,11.366,0,143
5786,11.233,0,167
5787,11.716,1,96
5788,11.693,1,168
5789,10.562,1,72
5790,10.701,0,133
5791,11.344,1,151
5792,10.612,1,3
5793,10.357,0,84
5794,12.026,1,199
5795,11.296,1,1
5796,11.116,0,178
5797,11.772,1,142
5798,11.688,0,162
5799,11.899,0,133
5800,11.462,1,125
5801,11.807,0,129
5802,10.453,1,101
5803,10.095,0,65
5804,11.012,1,89
5805,10.61,1,21
5806,11.111,0,39
5807,10.52,0,19
5808,11.019,0,25
5809,10.701,0,24
5810,11.219,1,151
5811,11.32,1,173
5812,10.886,1,71
5813,11.754,0,127
5814,10.114,0,8
5815,10.299,1,48
5816,10.427,1,2
5817,10.907,1,86
5818,11.07,0,72
5819,11.447,1,149
5820,11.704,0,158
5821,10.861,0,9
5822,11.94,1,171
5823,11.081,0,59
5824,11.624,1,146
5825,10.894,0,2
5826,11.159,0,185
5827,11.746,0,194
5828,11.633,1,152
5829,10.404,0,12
5830,11.302,0,97
5831,10.752,1,41
5832,11.152,0,68
5833,11.681,1,184
5834,11.799,1,123
5835,11.313,0,138
5836,10.796,1,82
5837,11.354,1,96
5838,11.297,0,191
5839,12.327,1,183
5840,11.696,1,160
5841,10.67,0,19
5842,11.144,0,127
5843,10.777,1,62
5844,10.89,0,53
5845,11.372,1,112
5846,10.927,1,4
5847,11.725,0,97
5848,10.412,0,12
5849,11.028,0,20
5850,10.943,1,29
5851,11.587,1,102
5852,11.323,0,6
5853,10.44,0,15
5854,11.251,1,136
5855,10.954,1,200
5856,10.143,0,39
5857,12.037,0,169
5858,11.349,1,80
5859,10.163,1,14
5860,12.102,1,180
5861,10.075,1,21
5862,10.837,0,107
5863,11.885,1,125
5864,10.728,0,32
5865,11.636,1,135
5866,11.034,1,37
5867,11.168,1,119
5868,11.056,1,67
5869,11.31,0,137
5870,10.94,0,119
5871,10.229,1,21
5872,11.954,1,195
5873,11.559,0,188
5874,10.591,1,21
5875,11.54,0,51
5876,11.183,0,18
5877,10.372,1,170
5878,11.547,1,192
5879,10.068,0,65
5880,11.831,1,128
5881,11.871,0,113
5882,11.555,1,173
5883,11.459,0,126
5884,11.409,1,117
5885,11.399,0,117
5886,9.8395,0,7
5887,11.054,1,50
5888,11.733,0,127
5889,11.006,1,100
5890,11.348,1,111
5891,11.974,1,196
5892,11.318,1,181
5893,11.174,0,10
5894,10.637,1,5
5895,11.172,0,29
5896,11.499,1,179
5897,11.422,1,148
5898,11.087,0,89
5899,11.074,0,78
5900,10.874,0,90
5901,11.313,1,167
5902,10.635,0,117
5903,10.886,0,92
5904,10.496,0,113
5905,11.131,1,180
5906,11.678,1,107
5907,10.974,1,76
5908,12.3,1,196
5909,10.753,0,38
5910,12.052,1,190
5911,11.685,1,91
5912,12.359,0,194
5913,10.663,1,13
5914,10.476,1,57
5915,10.591,1,7
5916,11.438,1,200
5917,12.027,1,113
5918,11.524,1,157
5919,11.4,1,29
5920,11.409,1,184
5921,10.624,0,35
5922,12.677,0,198
5923,11.239,1,181
5924,10.378,0,28
5925,11.677,1,182
5926,11.968,0,169
5927,10.039,0,94
5928,10.936,0,10
5929,11.616,0,98
5930,11.275,0,164
5931,11.415,1,163
5932,11.147,1,112
5933,11.17,0,139
5934,11.41,0,82
5935,10.969,0,195
5936,10.502,1,51
5937,11.016,1,44
5938,10.776,0,161
5939,10.641,0,10
5940,10.529,1,6
5941,11.975,1,189
5942,11.156,0,137
5943,12.011,0,200
5944,11.724,1,196
5945,11.842,0,124
5946,10.312,1,29
5947,11.259,0,95
5948,11.333,1,186
5949,11.605,0,129
5950,11.04,0,149
5951,11.3,0,121
5952,11.232,0,132
5953,10.842,0,79
5954,10.699,0,64
5955,11.352,1,72
5956,10.823,0,177
5957,12.154,1,172
5958,11.348,1,178
5959,10.734,1,48
5960,10.921,1,97
5961,11.208,0,161
5962,10.564,1,81
5963,10.712,1,65
5964,11.358,0,136
5965,10.879,0,15
5966,10.711,1,55
5967,10.765,1,32
5968,10.24,0,18
5969,10.502,1,36
5970,11.238,1,83
5971,10.76,1,57
5972,10.888,1,88
5973,10.668,1,122
5974,10.711,0,28
5975,10.925,0,63
5976,10.984,0,99
5977,10.696,1,66
5978,9.9467,0,20
5979,11.286,0,122
5980,11.23,1,83
5981,11.437,1,134
5982,11.563,1,165
5983,11.602,0,177
5984,10.794,1,69
5985,11.835,0,192
5986,11.497,1,141
5987,11.31,0,123
5988,10.478,1,66
5989,11.822,1,111
5990,11.413,1,159
5991,10.775,1,30
5992,11.491,1,70
5993,10.862,1,83
5994,10.291,0,25
5995,10.371,0,14
5996,11.289,0,103
5997,11.359,1,159
5998,11.249,0,132
5999,10.088,1,28
6000,10.768,1,87
6001,11.57,1,162
6002,11.478,1,40
6003,10.865,1,77
6004,11.401,0,134
6005,10.429,1,26
6006,10.806,1,96
6007,10.78,1,66
6008,10.454,0,69
6009,10.699,1,132
6010,10.333,0,68
6011,10.744,1,13
6012,11.23,1,129
6013,10.286,0,50
6014,11.391,0,165
6015,11.32,1,191
6016,10.741,1,32
6017,10.327,0,41
6018,11.261,1,141
6019,11.185,1,178
6020,10.614,0,3
6021,11.189,0,66
6022,11.529,0,31
6023,10.961,0,72
6024,11.144,1,83
6025,11.298,1,122
6026,11.116,1,116
6027,11.412,0,97
6028,11.168,0,178
6029,10.815,1,133
6030,10.817,0,52
6031,11.048,1,41
6032,11.688,1,195
6033,11.22,0,59
6034,9.9657,0,11
6035,10.976,1,29
6036,11.189,1,110
6037,10.76,0,89
6038,10.38,1,15
6039,11.712,1,174
6040,10.685,1,105
6041,11.102,1,52
6042,10.581,0,88
6043,10.817,0,95
6044,11.846,1,121
6045,10.977,0,164
6046,10.579,0,79
6047,11.588,1,178
6048,11.156,0,94
6049,11.708,0,62
6050,11.481,1,87
6051,10.73,0,83
6052,11.141,1,109
6053,10.788,1,31
6054,11.696,1,159
6055,10.659,1,17
6056,10.783,1,24
6057,11.147,1,119
6058,11.45,1,70
6059,10.506,1,56
6060,11.496,1,183
6061,11.763,1,147
6062,10.429,0,5
6063,11.135,0,40
6064,11.984,0,198
6065,11.182,1,136
6066,11.558,1,182
6067,11.566,1,162
6068,10.92,0,14
6069,11.588,1,139
6070,10.715,0,26
6071,10.231,0,17
6072,11.031,0,67
6073,10.859,0,45
6074,11.215,0,158
6075,10.721,0,120
6076,10.638,0,7
6077,11.973,1,151
6078,11.236,0,83
6079,10.746,0,169
6080,11.899,0,78
6081,11.075,1,138
6082,10.306,0,4
6083,11.044,0,150
6084,10.139,1,2
6085,11.797,1,150
6086,9.7745,0,8
6087,11.791,1,194
6088,10.62,0,67
6089,11.483,1,97
6090,10.515,1,20
6091,11.162,1,124
6092,10.533,1,29
6093,12.088,0,199
6094,11.682,0,181
6095,11.108,1,128
6096,11.902,1,101
6097,10.789,1,149
6098,10.643,0,71
6099,11.145,1,160
6100,10.723,1,26
6101,10.384,1,3
6102,11.419,1,31
6103,10.903,0,162
6104,11.063,1,73
6105,11.112,1,99
6106,11.942,1,188
6107,11.538,1,175
6108,11.168,0,101
6109,12.025,0,175
6110,11.355,0,98
6111,10.635,0,126
6112,10.295,1,10
6113,11.463,1,127
6114,11.758,1,133
6115,11.186,1,138
6116,10.329,0,34
6117,11.889,1,148
6118,11.582,1,135
6119,12.004,1,152
6120,11.602,1,169
6121,10.714,0,5
6122,10.437,0,109
6123,11.009,1,190
6124,10.878,1,59
6125,11.546,1,200
6126,10.746,0,83
6127,11.489,0,179
6128,11.023,0,119
6129,10.139,0,10
6130,10.919,1,179
6131,10.156,0,28
6132,10.947,1,53
6133,11.682,0,170
6134,11.303,0,44
6135,9.9813,1,8
6136,11.757,1,175
6137,11.235,0,28
6138,11.418,0,166
6139,10.96,0,116
6140,10.085,0,42
6141,11.595,1,161
6142,10.859,0,76
6143,10.415,0,27
6144,11.075,1,94
6145,10.806,0,9
6146,10.887,1,162
6147,10.475,1,69
6148,10.893,1,43
6149,10.877,0,108
6150,10.877,1,123
6151,11.118,0,91
6152,10.754,0,59
6153,11.61,0,122
6154,12.299,1,166
6155,10.629,1,41
6156,10.652,1,33
6157,10.693,0,41
6158,10.275,0,37
6159,10.747,0,47
6160,10.602,0,31
6161,10.747,1,62
6162,11.078,1,165
6163,11.003,0,131
6164,11.069,1,189
6165,11.057,1,143
6166,10.942,1,45
6167,9.9954,0,5
6168,10.97,1,58
6169,11.094,0,143
6170,11.649,1,180
6171,11.49,0,70
6172,10.251,1,1
6173,11.769,1,180
6174,11.479,1,133
6175,11.675,1,198
6176,10.79,0,175
6177,11.547,0,142
6178,11.759,1,163
6179,10.505,1,29
6180,11.839,1,198
6181,9.7659,0,48
6182,10.762,0,82
6183,11.04,0,70
6184,10.637,1,76
6185,10.804,0,84
6186,11.016,1,107
6187,10.929,0,12
6188,11.413,1,33
6189,11.247,0,63
6190,10.86,1,111
6191,11.281,0,140
6192,10.946,0,13
6193,10.693,1,118
6194,11.684,1,192
6195,11.142,0,54
6196,11.145,1,171
6197,11.628,1,140
6198,9.6724,0,14
6199,11.375,1,125
6200,10.633,1,15
6201,11.238,0,54
6202,11.888,1,173
6203,11.916,1,198
6204,10.456,1,68
6205,11.281,1,119
6206,11.831,0,29
6207,11.247,0,70
6208,10.529,1,89
6209,10.26,0,50
6210,11.041,1,43
6211,11.17,1,138
6212,11.017,0,9
6213,11.399,1,196
6214,11.028,1,82
6215,10.389,1,46
6216,10.603,1,61
6217,10.641,0,48
6218,11.726,0,167
6219,11.456,1,161
6220,11.133,1,64
6221,11.374,1,150
6222,10.322,0,24
6223,10.04,1,28
6224,11.759,0,25
6225,11.079,0,59
6226,10.716,0,55
6227,10.57,1,23
6228,10.364,0,58
6229,11.089,1,54
6230,11.993,1,166
6231,11.874,1,169
6232,11.898,0,170
6233,10.979,0,136
6234,11.58,0,147
6235,10.804,1,36
6236,10.832,0,34
6237,11.099,1,87
6238,12.171,1,199
6239,10.884,0,80
6240,11.069,0,36
6241,10.836,0,46
6242,10.854,0,82
6243,11.424,1,197
6244,10.912,1,28
6245,11.675,0,171
6246,10.534,0,40
6247,9.7377,0,33
6248,10.552,0,22
6249,11.799,0,190
6250,11.602,0,175
6251,10.956,0,94
6252,11.023,1,87
6253,10.687,0,17
6254,12.031,1,173
6255,11.01,1,57
6256,11.593,1,98
6257,11.173,0,109
6258,10.88,1,124
6259,11.658,1,131
6260,10.867,1,77
6261,11.526,1,175
6262,11.409,0,76
6263,11.425,1,183
6264,12.274,0,176
6265,10.967,1,51
6266,11.076,0,32
6267,10.195,1,42
6268,10.67,0,92
6269,10.907,0,175
6270,11.249,0,146
6271,10.212,1,30
6272,10.58,1,47
6273,11.308,0,103
6274,11.376,0,193
6275,11.124,1,58
6276,11.26,0,26
6277,10.662,0,108
6278,10.428,0,18
6279,11.044,0,130
6280,10.497,0,10
6281,10.78,0,11
6282,11.136,1,121
6283,10.813,0,3
6284,10.765,0,101
6285,11.671,1,124
6286,10.95,0,35
6287,11.198,1,155
6288,11.068,0,112
6289,11.356,1,146
6290,12.09,0,196
6291,11.37,1,42
6292,10.961,1,152
6293,10.835,0,92
6294,11.367,0,175
6295,10.881,0,39
6296,11.842,1,165
6297,10.978,0,72
6298,10.958,1,108
6299,10.271,0,5
6300,11.101,0,16
6301,10.6,0,128
6302,11.33,0,94
6303,10.982,0,68
6304,11.095,0,143
6305,10.653,0,15
6306,11.017,1,194
6307,10.781,0,198
6308,10.381,0,59
6309,10.475,0,29
6310,12.15,1,175
6311,11.322,1,42
6312,11.015,0,70
6313,11.15,0,62
6314,10.792,0,25
6315,11.71,1,135
6316,11.142,1,23
6317,10.832,0,145
6318,11.192,0,23
6319,12.126,1,177
6320,11.254,1,120
6321,11.172,1,160
6322,11.056,1,60
6323,10.196,0,59
6324,11.022,1,119
6325,10.19,0,20
6326,11.153,0,120
6327,11.763,1,132
6328,10.988,1,70
6329,10.968,0,134
6330,10.016,0,25
6331,11.321,1,117
6332,10.478,0,24
6333,11.986,1,182
6334,10.783,1,29
6335,10.016,0,61
6336,10.887,1,168
6337,10.756,0,39
6338,10.439,1,54
6339,11.643,1,80
6340,11.46,0,156
6341,10.721,0,19
6342,11.677,1,57
6343,11.406,1,187
6344,10.343,1,30
6345,10.89,0,52
6346,11.383,0,185
6347,11.533,1,185
6348,10.525,1,69
6349,10.362,0,68
6350,11.669,0,194
6351,9.7997,0,4
6352,11.135,0,115
6353,11.163,1,182
6354,10.704,0,54
6355,10.742,1,53
6356,11.054,1,156
6357,11.187,1,103
6358,10.974,1,191
6359,11.001,0,49
6360,10.927,1,58
6361,10.989,1,143
6362,11.094,1,25
6363,11.25,1,74
6364,10.308,0,3
6365,11.259,0,59
6366,11.46,0,141
6367,11.379,0,136
6368,10.588,0,62
6369,11.358,1,194
6370,11.425,1,36
6371,10.776,0,52
6372,11.014,1,106
6373,11.285,1,178
6374,9.7407,1,24
6375,11.027,1,113
6376,10.336,1,22
6377,11.246,0,46
6378,10.612,0,44
6379,11.685,1,165
6380,10.785,1,86
6381,12.059,0,195
6382,11.037,1,83
6383,10.179,0,11
6384,10.544,1,38
6385,10.843,0,27
6386,10.627,0,79
6387,12.339,1,193
6388,9.9948,1,46
6389,11.002,1,102
6390,10.977,1,118
6391,11.565,1,137
6392,11.014,0,165
6393,10.377,0,7
6394,11.088,0,75
6395,10.835,1,6
6396,11.066,0,173
6397,11.677,0,159
6398,11.041,1,9
6399,11.049,1,117
6400,11.74,0,126
6401,10.78,1,36
6402,10.825,0,42
6403,10.88,0,109
6404,10.964,0,41
6405,10.638,0,97
6406,11.18,0,82
6407,11.198,0,138
6408,11.625,1,163
6409,11.21,0,147
6410,11.548,0,197
6411,10.935,0,67
6412,11.655,1,120
6413,11.859,0,163
6414,11.271,0,108
6415,11.245,1,173
6416,10.424,0,24
6417,11.429,0,91
6418,11.381,1,33
6419,10.392,0,69
6420,11.335,0,169
6421,11.71,1,192
6422,10.981,0,27
6423,10.784,0,58
6424,11.145,1,114
6425,11.093,0,64
6426,10.584,0,6
6427,12.236,1,183
6428,11.156,0,61
6429,10.815,0,56
6430,10.783,0,12
6431,10.995,0,55
6432,11.773,0,190
6433,12.075,1,147
6434,10.632,0,11
6435,10.904,1,105
6436,11.758,1,170
6437,10.838,1,91
